CustomerID,first_buy,last_buy,F_freq,M_money
12462.0,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.59
12463.0,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.78
12464.0,2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.05
12465.0,2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.1899999999999
12468.0,2011-01-27 13:29:00,2011-06-05 11:36:00,2,729.5400000000001
12471.0,2010-12-10 09:35:00,2011-12-07 15:43:00,30,19824.05
12472.0,2010-12-05 14:19:00,2011-11-07 14:01:00,7,6572.11
12473.0,2011-06-01 10:15:00,2011-11-10 13:46:00,5,3938.55
12474.0,2011-01-14 10:06:00,2011-11-22 14:39:00,18,7375.79
12475.0,2011-10-17 10:10:00,2011-10-17 10:10:00,1,723.38
12476.0,2010-12-13 14:39:00,2011-11-24 12:40:00,11,6816.42
12477.0,2011-02-11 12:45:00,2011-11-17 09:51:00,6,13219.74
12478.0,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99
12479.0,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2
12480.0,2011-01-07 15:27:00,2011-11-11 14:52:00,4,3281.63
12481.0,2010-12-09 10:13:00,2011-11-17 08:29:00,10,5596.32
12483.0,2011-01-04 14:20:00,2011-11-22 17:02:00,8,2484.98
12484.0,2011-01-07 14:04:00,2011-11-07 11:37:00,6,4541.72
12488.0,2011-09-25 10:34:00,2011-11-30 08:50:00,3,1298.66
12489.0,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93
12490.0,2011-01-14 09:13:00,2011-12-04 16:07:00,10,5417.93
12491.0,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.40000000000003
12492.0,2011-08-26 14:51:00,2011-10-07 15:15:00,2,263.21000000000004
12493.0,2011-05-26 14:53:00,2011-06-27 10:17:00,2,433.74
12494.0,2010-12-09 11:31:00,2011-11-24 09:34:00,7,1246.1000000000001
12497.0,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1043.1
12498.0,2011-10-13 09:30:00,2011-11-18 12:53:00,3,403.70000000000005
12500.0,2011-01-10 09:48:00,2011-11-16 16:20:00,11,4257.82
12501.0,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.39
12502.0,2011-02-03 10:41:00,2011-09-05 11:52:00,5,3723.87
12504.0,2011-11-09 14:56:00,2011-11-21 16:02:00,2,482.04999999999995
12506.0,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5
12507.0,2011-02-14 09:24:00,2011-07-28 17:09:00,3,1304.81
12508.0,2011-11-10 16:27:00,2011-11-13 15:37:00,2,398.27
12509.0,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5
12510.0,2011-01-18 14:04:00,2011-07-20 10:15:00,2,982.5699999999999
12512.0,2011-10-04 14:53:00,2011-10-04 14:55:00,2,138.03
12513.0,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29
12514.0,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.68
12515.0,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7
12516.0,2011-06-12 11:37:00,2011-09-23 09:13:00,2,1312.06
12517.0,2011-06-02 15:13:00,2011-11-11 14:04:00,5,2502.84
12518.0,2011-08-21 13:18:00,2011-12-09 10:13:00,5,2056.89
12519.0,2011-10-07 09:26:00,2011-10-07 09:26:00,1,340.84
12520.0,2011-03-11 11:35:00,2011-09-21 15:23:00,5,2634.26
12521.0,2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.68
12522.0,2011-10-19 14:41:00,2011-10-31 15:30:00,2,192.72
12523.0,2011-01-12 09:43:00,2011-11-20 12:55:00,11,1789.77
12524.0,2011-01-10 10:35:00,2011-11-30 15:31:00,8,4485.72
12526.0,2011-09-06 14:19:00,2011-12-09 12:09:00,3,1316.66
12527.0,2011-01-18 12:05:00,2011-09-19 11:55:00,3,348.71000000000004
12528.0,2011-01-31 09:05:00,2011-11-30 14:40:00,6,1933.48
12530.0,2011-01-07 10:04:00,2011-10-11 12:34:00,4,1662.28
12531.0,2011-11-25 11:12:00,2011-11-25 11:12:00,1,125.22
12532.0,2011-11-09 13:47:00,2011-11-09 13:47:00,1,349.83000000000004
12534.0,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1089.18
12535.0,2011-06-06 12:47:00,2011-09-09 08:48:00,2,716.35
12536.0,2011-10-11 14:52:00,2011-10-27 14:20:00,3,12601.83
12538.0,2011-11-10 17:16:00,2011-11-10 17:16:00,1,363.95
12539.0,2011-01-10 09:11:00,2011-11-17 13:30:00,4,5568.35
12540.0,2010-12-13 09:39:00,2011-11-20 11:31:00,17,13400.24
12541.0,2011-03-04 09:32:00,2011-11-10 10:40:00,3,981.18
12544.0,2011-11-03 16:15:00,2011-11-03 16:15:00,1,372.7
12545.0,2011-03-25 12:04:00,2011-09-25 13:39:00,2,1000.39
12546.0,2011-09-23 09:44:00,2011-10-24 12:09:00,2,1161.5
12547.0,2011-03-04 12:46:00,2011-05-26 12:38:00,2,207.79999999999998
12548.0,2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.19999999999999
12550.0,2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.83
12551.0,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0
12552.0,2011-10-31 12:11:00,2011-11-01 10:02:00,2,437.82
12553.0,2011-01-14 10:42:00,2011-12-01 16:38:00,10,3692.28
12556.0,2011-07-11 13:35:00,2011-10-20 13:06:00,2,603.71
12557.0,2010-12-03 12:20:00,2011-11-23 16:59:00,5,11990.960000000001
12558.0,2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96
12559.0,2011-01-24 10:12:00,2011-02-02 09:49:00,2,561.71
12560.0,2011-07-19 15:55:00,2011-12-04 13:54:00,3,2134.01
12561.0,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85
12562.0,2011-05-25 12:44:00,2011-12-01 17:20:00,7,3781.7400000000002
12564.0,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9
12565.0,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92
12566.0,2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65
12567.0,2010-12-05 11:57:00,2011-11-17 11:02:00,10,9401.28
12569.0,2011-04-01 13:47:00,2011-12-07 16:24:00,32,4124.69
12571.0,2011-08-10 12:35:00,2011-10-31 10:19:00,2,519.61
12572.0,2011-10-19 08:20:00,2011-12-01 09:20:00,2,1020.42
12573.0,2011-04-26 15:52:00,2011-04-26 15:52:00,1,160.54
12574.0,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45000000000002
12576.0,2011-02-08 11:31:00,2011-11-04 10:11:00,5,1315.83
12577.0,2010-12-15 16:21:00,2011-11-04 13:24:00,3,657.8
12578.0,2011-01-13 15:34:00,2011-11-18 13:30:00,2,2794.51
12579.0,2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.42
12580.0,2011-04-07 10:24:00,2011-04-07 10:24:00,1,415.7
12581.0,2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.71
12582.0,2011-02-24 11:42:00,2011-04-15 08:45:00,2,511.36
12583.0,2010-12-01 08:45:00,2011-12-07 08:07:00,15,7281.38
12584.0,2011-03-04 15:15:00,2011-12-06 09:35:00,9,2338.15
12585.0,2010-12-23 12:58:00,2011-04-19 13:39:00,2,2040.1
12586.0,2011-11-22 16:24:00,2011-11-22 16:24:00,1,196.94000000000003
12587.0,2011-12-02 12:47:00,2011-12-02 12:47:00,1,144.0
12588.0,2011-10-31 15:01:00,2011-10-31 15:01:00,1,214.89999999999998
12589.0,2011-07-18 12:05:00,2011-11-11 10:19:00,2,646.68
12590.0,2011-05-12 14:46:00,2011-05-12 14:52:00,2,9864.26
12591.0,2011-01-26 14:35:00,2011-01-26 14:35:00,1,452.85
12592.0,2011-05-10 13:44:00,2011-09-08 15:04:00,2,437.6
12593.0,2011-05-05 09:29:00,2011-08-23 12:43:00,3,418.09999999999997
12594.0,2011-01-21 09:52:00,2011-11-02 12:20:00,10,3338.2200000000003
12596.0,2011-04-11 13:22:00,2011-10-19 13:02:00,2,618.27
12597.0,2011-03-16 14:00:00,2011-11-20 13:33:00,4,3811.22
12598.0,2011-02-28 11:58:00,2011-11-30 12:18:00,8,3023.08
12599.0,2011-02-08 13:28:00,2011-11-10 13:34:00,7,1032.58
12600.0,2010-12-03 12:57:00,2011-11-11 10:29:00,10,2599.04
12601.0,2011-01-11 10:38:00,2011-06-03 10:17:00,5,577.0600000000001
12602.0,2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12
12603.0,2011-11-18 10:42:00,2011-11-18 10:42:00,1,739.1999999999999
12604.0,2011-03-23 12:06:00,2011-09-21 14:08:00,2,254.18
12607.0,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51
12609.0,2011-01-25 15:13:00,2011-09-22 16:34:00,3,1126.85
12610.0,2011-08-05 13:52:00,2011-11-17 09:34:00,5,2099.54
12611.0,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32
12612.0,2011-09-26 15:35:00,2011-09-26 15:35:00,1,704.0400000000001
12613.0,2011-03-22 15:42:00,2011-10-13 14:59:00,5,3344.38
12614.0,2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6
12615.0,2011-06-24 13:35:00,2011-12-07 15:02:00,4,2291.19
12616.0,2011-02-15 14:17:00,2011-09-05 15:17:00,2,713.3
12617.0,2011-11-10 14:39:00,2011-11-10 14:39:00,1,355.53
12618.0,2011-11-18 11:10:00,2011-11-18 11:10:00,1,177.31
12619.0,2011-03-31 13:10:00,2011-11-23 14:52:00,9,3641.24
12620.0,2011-05-19 12:10:00,2011-11-25 10:20:00,3,1339.41
12621.0,2010-12-09 10:16:00,2011-12-08 11:25:00,20,13689.67
12622.0,2011-04-21 16:39:00,2011-04-21 16:39:00,1,180.1
12623.0,2011-03-08 13:50:00,2011-03-08 13:50:00,1,305.1
12624.0,2011-06-15 12:34:00,2011-08-25 15:04:00,2,641.13
12625.0,2011-01-24 13:27:00,2011-05-12 09:54:00,2,2683.82
12626.0,2011-01-17 11:01:00,2011-11-16 16:06:00,9,6620.48
12627.0,2011-07-22 13:59:00,2011-11-29 12:07:00,7,4478.53
12628.0,2011-10-06 09:28:00,2011-12-05 13:15:00,3,786.46
12630.0,2011-10-27 10:41:00,2011-11-30 10:48:00,2,1270.88
12631.0,2011-10-13 13:53:00,2011-10-13 13:53:00,1,640.5
12633.0,2011-02-25 08:44:00,2011-10-12 11:40:00,4,2163.98
12635.0,2011-07-08 08:43:00,2011-09-11 11:04:00,2,1689.18
12637.0,2011-01-20 10:47:00,2011-10-03 13:46:00,8,6021.9
12638.0,2011-11-06 13:11:00,2011-11-06 13:11:00,1,671.69
12639.0,2011-04-15 12:48:00,2011-04-15 12:48:00,1,486.1
12640.0,2011-09-19 12:01:00,2011-11-16 11:52:00,3,1174.58
12641.0,2011-08-16 13:26:00,2011-08-16 13:26:00,1,185.9
12642.0,2011-08-24 09:23:00,2011-11-14 15:03:00,3,1013.26
12643.0,2011-01-11 11:48:00,2011-08-03 12:56:00,6,3344.64
12644.0,2011-08-02 10:33:00,2011-08-02 10:33:00,1,477.91
12645.0,2011-01-27 13:08:00,2011-11-06 12:38:00,4,1775.18
12646.0,2011-10-21 12:52:00,2011-12-05 10:14:00,2,1346.97
12647.0,2010-12-05 14:02:00,2011-11-17 12:56:00,12,3722.82
12648.0,2011-07-08 11:55:00,2011-07-08 11:55:00,1,318.05
12649.0,2011-05-11 14:37:00,2011-08-24 14:41:00,3,623.51
12650.0,2011-12-06 16:34:00,2011-12-06 16:34:00,1,314.44
12651.0,2011-01-09 12:46:00,2011-01-09 12:46:00,1,114.0
12652.0,2011-01-12 15:00:00,2011-01-12 15:00:00,1,919.98
12653.0,2011-02-16 10:53:00,2011-07-14 10:41:00,2,2209.85
12654.0,2011-02-17 13:16:00,2011-11-29 10:10:00,5,601.98
12656.0,2011-04-20 09:20:00,2011-11-22 13:42:00,5,4051.17
12657.0,2011-09-22 11:40:00,2011-11-28 15:47:00,4,1643.18
12658.0,2011-11-21 10:22:00,2011-11-21 10:22:00,1,686.05
12659.0,2011-11-10 11:53:00,2011-11-10 11:53:00,1,91.68
12660.0,2011-11-28 13:26:00,2011-11-28 13:26:00,1,245.1
12662.0,2010-12-01 13:04:00,2011-12-09 11:59:00,11,3849.78
12664.0,2011-01-21 11:42:00,2011-12-01 17:07:00,9,4881.88
12665.0,2011-01-19 08:34:00,2011-01-19 08:34:00,1,63.0
12667.0,2011-10-12 17:00:00,2011-10-12 17:00:00,1,620.13
12668.0,2010-12-19 12:46:00,2011-11-28 10:56:00,4,3807.15
12669.0,2011-03-28 10:15:00,2011-07-12 09:54:00,3,2744.0299999999997
12670.0,2011-04-21 10:16:00,2011-11-29 15:23:00,5,2996.05
12672.0,2011-01-14 09:20:00,2011-01-14 09:20:00,1,225.9
12673.0,2011-01-17 11:46:00,2011-12-04 13:55:00,2,610.52
12674.0,2011-05-16 09:10:00,2011-11-01 12:12:00,4,1970.6
12676.0,2011-02-01 15:41:00,2011-11-15 12:25:00,6,1331.39
12678.0,2010-12-21 11:00:00,2011-10-28 13:04:00,12,17628.46
12679.0,2011-03-01 12:26:00,2011-10-12 12:30:00,4,1113.02
12680.0,2011-08-18 15:44:00,2011-12-09 12:50:00,4,862.81
12681.0,2010-12-07 10:08:00,2011-11-25 11:33:00,22,13787.54
12682.0,2010-12-03 13:59:00,2011-12-06 10:00:00,31,12288.22
12683.0,2010-12-09 10:37:00,2011-12-05 16:31:00,15,8476.57
12684.0,2011-05-10 12:55:00,2011-12-02 09:53:00,7,2283.63
12685.0,2011-09-07 10:28:00,2011-11-11 13:46:00,6,2863.08
12686.0,2010-12-03 09:51:00,2010-12-03 09:51:00,1,89.14
12688.0,2011-08-18 08:49:00,2011-08-18 08:49:00,1,4873.81
12689.0,2011-08-04 10:04:00,2011-11-14 08:31:00,2,1247.61
12690.0,2011-05-18 09:09:00,2011-05-18 09:09:00,1,389.01
12691.0,2010-12-17 14:46:00,2011-11-11 16:49:00,6,1035.8
12693.0,2011-01-24 12:58:00,2011-08-04 17:51:00,4,855.91
12694.0,2011-06-09 17:48:00,2011-09-30 13:06:00,2,869.67
12695.0,2011-05-13 13:15:00,2011-12-02 13:22:00,4,582.1
12697.0,2011-06-23 15:44:00,2011-11-11 08:47:00,3,957.59
12700.0,2011-05-08 16:10:00,2011-12-02 10:47:00,4,4939.99
12701.0,2011-04-11 13:02:00,2011-09-21 10:47:00,2,797.71
12702.0,2011-11-20 10:36:00,2011-11-20 10:36:00,1,219.0
12703.0,2011-09-29 17:52:00,2011-09-29 17:52:00,1,283.55
12704.0,2011-06-23 10:20:00,2011-12-02 13:15:00,8,2340.84
12705.0,2010-12-17 15:58:00,2011-11-24 13:17:00,9,6868.29
12707.0,2011-02-21 08:38:00,2011-02-21 08:38:00,1,603.42
12708.0,2010-12-06 10:43:00,2011-11-10 09:52:00,10,2712.91
12709.0,2010-12-08 09:49:00,2011-11-24 15:38:00,15,9736.52
12710.0,2011-05-22 14:05:00,2011-09-04 12:00:00,3,1149.02
12712.0,2010-12-03 14:30:00,2011-11-11 08:19:00,13,4396.13
12713.0,2011-12-09 12:16:00,2011-12-09 12:16:00,1,848.55
12714.0,2011-02-18 10:53:00,2011-11-30 15:43:00,5,4708.86
12715.0,2011-08-25 15:22:00,2011-08-25 15:22:00,1,353.86
12716.0,2011-07-29 13:28:00,2011-12-06 08:55:00,2,1053.49
12717.0,2011-04-08 10:32:00,2011-07-11 14:47:00,2,1030.98
12718.0,2011-09-29 16:38:00,2011-09-29 16:38:00,1,238.25
12719.0,2011-10-05 14:50:00,2011-12-04 13:45:00,2,644.95
12720.0,2010-12-05 15:21:00,2011-12-07 08:03:00,25,5781.7300000000005
12721.0,2010-12-20 11:38:00,2011-11-08 12:13:00,6,2656.13
12722.0,2011-07-12 11:55:00,2011-09-15 14:50:00,4,997.63
12723.0,2011-10-05 15:52:00,2011-12-06 10:19:00,5,725.07
12724.0,2011-01-11 15:00:00,2011-12-04 16:02:00,4,1031.41
12725.0,2010-12-03 15:45:00,2010-12-03 15:45:00,1,427.8
12726.0,2010-12-17 12:56:00,2011-11-11 13:35:00,7,2609.1
12727.0,2011-01-23 15:17:00,2011-11-29 11:46:00,7,3980.7
12728.0,2011-01-11 13:31:00,2011-09-29 15:31:00,4,836.33
12729.0,2011-08-18 11:40:00,2011-08-18 11:40:00,1,453.01
12731.0,2010-12-10 10:56:00,2011-11-16 11:59:00,12,18895.91
12732.0,2011-06-13 11:33:00,2011-06-13 11:33:00,1,236.26000000000002
12733.0,2011-04-19 16:19:00,2011-04-19 16:19:00,1,383.95
12734.0,2010-12-22 12:47:00,2010-12-22 12:47:00,1,110.39999999999999
12735.0,2011-01-06 14:26:00,2011-01-28 13:37:00,2,779.5699999999999
12736.0,2011-01-11 07:57:00,2011-01-11 07:57:00,1,234.0
12738.0,2010-12-02 18:27:00,2010-12-02 18:27:00,1,155.35
12739.0,2011-09-01 17:45:00,2011-09-22 13:00:00,2,1013.04
12740.0,2011-10-07 10:44:00,2011-10-07 10:44:00,1,427.6
12743.0,2011-07-28 16:06:00,2011-07-28 16:21:00,2,546.43
12744.0,2011-01-25 13:26:00,2011-10-19 11:18:00,7,21279.29
12747.0,2010-12-05 15:38:00,2011-12-07 14:34:00,11,4196.01
12748.0,2010-12-01 12:48:00,2011-12-09 12:20:00,210,33719.73
12749.0,2011-05-10 15:25:00,2011-12-06 09:56:00,5,4090.88
12750.0,2011-08-03 09:13:00,2011-08-03 09:13:00,1,275.88
12752.0,2011-09-19 13:32:00,2011-09-19 13:32:00,1,4366.78
12753.0,2010-12-12 11:44:00,2011-11-17 10:52:00,6,21429.39
12754.0,2011-02-04 10:31:00,2011-04-18 09:00:00,3,3010.74
12755.0,2010-12-09 10:44:00,2011-03-04 12:42:00,2,3811.95
12756.0,2011-09-14 09:31:00,2011-09-14 09:31:00,1,112.08
12757.0,2011-05-12 19:01:00,2011-11-24 12:30:00,13,7857.1
12758.0,2011-03-08 12:05:00,2011-08-15 10:22:00,2,2791.59
12759.0,2011-03-09 08:09:00,2011-10-18 14:49:00,3,1531.44
12762.0,2011-11-14 14:23:00,2011-12-02 10:23:00,2,1898.52
12763.0,2010-12-05 15:46:00,2011-07-24 14:12:00,2,494.08
12764.0,2011-01-27 10:19:00,2011-01-27 10:19:00,1,1693.88
12766.0,2010-12-08 13:53:00,2011-12-06 08:46:00,7,6989.63
12769.0,2011-04-15 10:25:00,2011-04-15 10:25:00,1,1143.6
12770.0,2011-05-13 09:33:00,2011-05-13 09:33:00,1,1351.45
12772.0,2011-10-11 09:19:00,2011-10-11 09:19:00,1,892.47
12775.0,2011-02-01 13:45:00,2011-11-22 16:33:00,5,1386.04
12778.0,2011-01-31 14:35:00,2011-11-20 11:30:00,6,822.23
12779.0,2010-12-03 13:40:00,2011-11-02 11:43:00,8,3981.36
12781.0,2011-02-28 08:43:00,2011-10-07 10:37:00,2,826.74
12782.0,2010-12-17 11:30:00,2011-12-05 09:16:00,5,2330.92
12783.0,2011-09-25 15:35:00,2011-12-07 15:56:00,6,2225.91
12784.0,2011-11-24 12:53:00,2011-11-30 15:38:00,2,574.42
12785.0,2010-12-10 13:48:00,2010-12-10 13:48:00,1,311.95
12787.0,2011-05-31 09:36:00,2011-11-30 08:44:00,3,463.66
12789.0,2011-10-05 13:34:00,2011-10-05 13:34:00,1,91.85
12790.0,2011-05-31 14:14:00,2011-05-31 14:14:00,1,324.92
12791.0,2010-12-01 11:27:00,2010-12-01 11:27:00,1,192.60000000000002
12792.0,2011-03-28 11:36:00,2011-03-28 11:36:00,1,400.53999999999996
12793.0,2010-12-03 15:14:00,2011-01-09 12:12:00,2,545.48
12794.0,2011-09-02 12:01:00,2011-10-17 14:54:00,2,860.41
12795.0,2011-11-21 10:27:00,2011-11-21 10:27:00,1,430.48
12797.0,2010-12-09 10:55:00,2010-12-09 10:55:00,1,254.03
12798.0,2011-06-22 10:11:00,2011-11-29 15:52:00,3,6977.04
12802.0,2011-06-06 09:36:00,2011-06-06 09:36:00,1,427.58
12808.0,2010-12-06 10:27:00,2011-11-03 10:05:00,3,483.65000000000003
12809.0,2011-06-15 10:51:00,2011-06-15 10:51:00,1,489.31
12811.0,2011-02-28 15:39:00,2011-03-24 09:42:00,3,514.85
12812.0,2011-10-26 09:54:00,2011-10-26 09:54:00,1,229.64000000000001
